customer_id,first_name,last_name,email,country,region,acquisition_channel,registration_date,is_loyalty_member,age_group
CUST-00066,James,Johnson,james.johnson65@email.com,Canada,South,direct,2022-03-08,False,25-34
CUST-00067,Aisha,Williams,aisha.williams66@email.com,USA,South,referral,2022-04-23,False,35-44
CUST-00068,Ethan,Miller,ethan.miller67@email.com,UK,South,social_media,2022-03-12,False,35-44
CUST-00069,Henry,Davis,henry.davis68@email.com,Canada,West,organic_search,2022-03-24,False,25-34
CUST-00070,Kofi,Diallo,kofi.diallo69@email.com,Canada,East,referral,2022-05-15,True,35-44
CUST-00071,Mason,Abubakar,mason.abubakar70@email.com,Canada,North,paid_search,2022-03-18,False,35-44
CUST-00072,Nadia,Brown,nadia.brown71@email.com,USA,East,social_media,2024-06-27,False,55+
CUST-00073,Chioma,Kim,chioma.kim72@email.com,USA,North,email,2022-02-03,True,35-44
CUST-00074,Kofi,Abubakar,kofi.abubakar73@email.com,USA,North,social_media,2022-10-25,False,55+
CUST-00075,Yusuf,Patel,yusuf.patel74@email.com,USA,East,referral,2022-07-31,False,35-44
CUST-00076,Aisha,Chen,aisha.chen75@email.com,USA,Central,paid_search,2024-12-31,True,45-54
CUST-00077,Yusuf,Wilson,yusuf.wilson76@email.com,USA,South,referral,2022-02-17,True,45-54
CUST-00078,Sophia,Wilson,sophia.wilson77@email.com,USA,West,referral,2022-07-22,False,25-34
CUST-00079,Isabella,Davis,isabella.davis78@email.com,Canada,Central,email,2024-12-31,False,25-34
CUST-00080,Tariq,Patel,tariq.patel79@email.com,Canada,East,paid_search,2024-03-13,False,25-34
CUST-00081,Sophia,Mensah,sophia.mensah80@email.com,UK,East,referral,2023-11-11,False,55+
CUST-00082,William,Williams,william.williams81@email.com,USA,South,email,2022-04-30,False,25-34
CUST-00083,Harper,Abubakar,harper.abubakar82@email.com,USA,West,paid_search,2022-03-16,False,45-54
CUST-00084,Yusuf,Diallo,yusuf.diallo83@email.com,USA,North,referral,2023-03-18,True,18-24
CUST-00085,James,Singh,james.singh84@email.com,USA,South,organic_search,2024-11-26,True,55+
CUST-00086,Mia,Moore,mia.moore85@email.com,USA,South,direct,2022-11-22,False,45-54
CUST-00087,Amara,Patel,amara.patel86@email.com,USA,East,social_media,2022-12-06,True,45-54
CUST-00088,Sophia,Wilson,sophia.wilson87@email.com,USA,South,organic_search,2022-05-12,True,25-34
CUST-00089,Henry,Ichoku,henry.ichoku88@email.com,UK,South,referral,2023-08-10,False,18-24
CUST-00090,Ava,Abubakar,ava.abubakar89@email.com,Canada,North,direct,2022-03-24,False,25-34
CUST-00091,James,Mensah,james.mensah90@email.com,USA,North,referral,2022-06-06,False,25-34
CUST-00092,James,Williams,james.williams91@email.com,UK,South,paid_search,2022-08-10,False,18-24
CUST-00093,Aisha,Abubakar,aisha.abubakar92@email.com,Canada,West,email,2022-10-11,True,55+
CUST-00094,Henry,Ichoku,henry.ichoku93@email.com,Canada,South,email,2022-04-22,True,45-54
CUST-00095,Lucas,Mensah,lucas.mensah94@email.com,Canada,South,email,2022-02-18,False,25-34
CUST-00096,Yusuf,Williams,yusuf.williams95@email.com,USA,West,referral,2023-01-13,True,35-44
CUST-00097,Harper,Johnson,harper.johnson96@email.com,Canada,East,referral,2022-05-17,False,55+
CUST-00098,Liam,Johnson,liam.johnson97@email.com,Canada,East,paid_search,2022-12-15,False,45-54
CUST-00099,Yusuf,Smith,yusuf.smith98@email.com,USA,East,paid_search,2022-03-09,True,55+
CUST-00100,Noah,Chen,noah.chen99@email.com,UK,West,direct,2022-09-20,False,25-34
CUST-00101,William,Abubakar,william.abubakar100@email.com,UK,Central,email,2022-11-01,True,18-24
CUST-00102,Ava,Nguyen,ava.nguyen101@email.com,USA,West,paid_search,2022-01-22,True,45-54
CUST-00103,Isabella,Brown,isabella.brown102@email.com,USA,West,email,2022-06-14,False,18-24
CUST-00104,Ethan,Mensah,ethan.mensah103@email.com,USA,East,organic_search,2022-02-27,True,55+
CUST-00105,Ethan,Davis,ethan.davis104@email.com,Canada,Central,referral,2022-01-27,False,25-34
CUST-00106,Evelyn,Brown,evelyn.brown105@email.com,USA,West,email,2024-12-31,True,55+
CUST-00107,Harper,Diallo,harper.diallo106@email.com,UK,Central,organic_search,2022-06-05,False,25-34
CUST-00108,Mason,Ichoku,mason.ichoku107@email.com,Canada,South,social_media,2023-10-27,True,18-24
CUST-00109,Emma,Diallo,emma.diallo108@email.com,Canada,South,referral,2022-04-28,True,35-44
CUST-00110,Noah,Diallo,noah.diallo109@email.com,Canada,North,referral,2023-04-03,False,35-44
CUST-00111,Benjamin,Nguyen,benjamin.nguyen110@email.com,USA,South,social_media,2023-07-26,False,25-34
CUST-00112,Charlotte,Singh,charlotte.singh111@email.com,Canada,Central,paid_search,2022-12-29,False,45-54
CUST-00113,Yusuf,Williams,yusuf.williams112@email.com,Canada,South,paid_search,2022-09-13,True,25-34
CUST-00114,Kofi,Abubakar,kofi.abubakar113@email.com,USA,North,referral,2022-08-01,False,18-24
CUST-00115,Henry,Ichoku,henry.ichoku114@email.com,Canada,South,email,2022-06-21,False,35-44
CUST-00116,Ava,Chen,ava.chen115@email.com,Canada,Central,email,2024-11-27,False,35-44
CUST-00117,Lucas,Wilson,lucas.wilson116@email.com,USA,Central,direct,2023-12-12,False,25-34
CUST-00118,James,Kim,james.kim117@email.com,Canada,West,paid_search,2024-12-31,False,35-44
CUST-00119,Amara,Diallo,amara.diallo118@email.com,USA,North,paid_search,2022-02-23,False,25-34
CUST-00120,Kwame,Chen,kwame.chen119@email.com,UK,South,social_media,2023-06-10,False,35-44
CUST-00121,Fatima,Smith,fatima.smith120@email.com,Canada,Central,paid_search,2024-12-31,False,18-24
CUST-00122,Henry,Davis,henry.davis121@email.com,Canada,North,email,2022-03-21,True,18-24
CUST-00123,Amelia,Patel,amelia.patel122@email.com,USA,Central,social_media,2022-01-28,False,25-34
CUST-00124,Amara,Patel,amara.patel123@email.com,Canada,Central,referral,2023-06-25,True,45-54
CUST-00125,Alexander,Wilson,alexander.wilson124@email.com,Canada,Central,paid_search,2022-12-08,True,35-44
CUST-00126,Emma,Miller,emma.miller125@email.com,Canada,West,referral,2024-01-08,True,55+
CUST-00127,Harper,Garcia,harper.garcia126@email.com,Canada,East,referral,2022-03-02,False,45-54
CUST-00128,Amelia,Wilson,amelia.wilson127@email.com,UK,North,direct,2023-09-27,False,45-54
CUST-00129,Evelyn,Moore,evelyn.moore128@email.com,Canada,East,email,2022-04-01,True,18-24
CUST-00130,Sophia,Okafor,sophia.okafor129@email.com,Canada,Central,organic_search,2022-03-13,True,35-44
CUST-00131,Kwame,Patel,kwame.patel130@email.com,Canada,Central,organic_search,2022-03-13,False,35-44
CUST-00132,Olivia,Patel,olivia.patel131@email.com,Canada,East,referral,2023-11-06,True,25-34
CUST-00133,Aisha,Chen,aisha.chen132@email.com,Canada,West,direct,2023-03-14,False,25-34
CUST-00134,Isabella,Chen,isabella.chen133@email.com,USA,South,email,2022-10-24,False,25-34
CUST-00135,Ava,Johnson,ava.johnson134@email.com,Canada,South,organic_search,2022-06-27,False,35-44
CUST-00136,Yusuf,Williams,yusuf.williams135@email.com,USA,South,organic_search,2024-04-18,True,25-34
CUST-00137,Ethan,Johnson,ethan.johnson136@email.com,Canada,East,direct,2022-07-19,False,45-54
CUST-00138,Isabella,Williams,isabella.williams137@email.com,Canada,West,direct,2023-11-10,False,25-34
CUST-00139,Kofi,Diallo,kofi.diallo138@email.com,USA,North,direct,2022-08-20,False,35-44
CUST-00140,Sophia,Kim,sophia.kim139@email.com,USA,South,social_media,2022-07-09,False,35-44
CUST-00141,Isabella,Singh,isabella.singh140@email.com,USA,Central,direct,2022-09-06,True,35-44
CUST-00142,Evelyn,Johnson,evelyn.johnson141@email.com,USA,West,paid_search,2022-05-24,False,55+
CUST-00143,Emeka,Miller,emeka.miller142@email.com,Canada,West,paid_search,2023-07-05,False,35-44
CUST-00144,Sophia,Garcia,sophia.garcia143@email.com,USA,West,paid_search,2022-10-07,False,55+
CUST-00145,James,Diallo,james.diallo144@email.com,USA,North,social_media,2022-04-16,False,35-44
CUST-00146,Isabella,Johnson,isabella.johnson145@email.com,Canada,Central,referral,2024-07-08,False,35-44
CUST-00147,Isabella,Abubakar,isabella.abubakar146@email.com,Canada,East,email,2022-07-13,False,25-34
CUST-00148,Fatima,Singh,fatima.singh147@email.com,UK,East,social_media,2022-11-10,False,25-34
CUST-00149,Emma,Patel,emma.patel148@email.com,Canada,East,email,2024-08-05,False,25-34
CUST-00150,Yusuf,Jones,yusuf.jones149@email.com,Canada,West,paid_search,2023-01-27,False,35-44
CUST-00151,Fatima,Moore,fatima.moore150@email.com,USA,North,email,2022-02-19,False,35-44
CUST-00152,Alexander,Brown,alexander.brown151@email.com,USA,Central,referral,2024-12-31,True,25-34
CUST-00153,Henry,Wilson,henry.wilson152@email.com,USA,North,social_media,2023-01-31,True,35-44
CUST-00154,Alexander,Williams,alexander.williams153@email.com,USA,West,social_media,2022-06-13,False,45-54
CUST-00155,Amara,Ichoku,amara.ichoku154@email.com,USA,Central,organic_search,2022-03-01,True,25-34
CUST-00156,Liam,Davis,liam.davis155@email.com,UK,North,direct,2023-09-25,False,55+
CUST-00157,James,Wilson,james.wilson156@email.com,USA,West,paid_search,2023-01-23,False,25-34
CUST-00158,Amelia,Kim,amelia.kim157@email.com,UK,South,email,2022-11-01,False,18-24
CUST-00159,Ava,Singh,ava.singh158@email.com,USA,South,organic_search,2024-06-16,False,35-44
CUST-00160,Amelia,Okafor,amelia.okafor159@email.com,USA,Central,email,2023-09-14,True,35-44
CUST-00161,Chioma,Brown,chioma.brown160@email.com,Canada,Central,social_media,2022-03-07,True,55+
CUST-00162,Kwame,Chen,kwame.chen161@email.com,Canada,South,direct,2022-05-30,True,35-44
CUST-00163,Olivia,Abubakar,olivia.abubakar162@email.com,Canada,Central,email,2022-04-25,True,45-54
CUST-00164,Lucas,Brown,lucas.brown163@email.com,USA,North,organic_search,2023-06-29,False,35-44
CUST-00165,Chioma,Patel,chioma.patel164@email.com,USA,South,organic_search,2022-01-14,False,55+
CUST-00166,William,Kim,william.kim165@email.com,Canada,North,social_media,2022-12-04,True,25-34
CUST-00167,Emeka,Abubakar,emeka.abubakar166@email.com,Canada,East,email,2023-07-29,True,55+
CUST-00168,Harper,Jones,harper.jones167@email.com,Canada,South,referral,2024-04-17,False,45-54
CUST-00169,Amelia,Brown,amelia.brown168@email.com,Canada,North,paid_search,2022-06-17,False,25-34
CUST-00170,Kwame,Garcia,kwame.garcia169@email.com,Canada,North,organic_search,2023-11-20,True,25-34
CUST-00171,Harper,Diallo,harper.diallo170@email.com,Canada,East,organic_search,2022-02-16,False,25-34
CUST-00172,Alexander,Brown,alexander.brown171@email.com,UK,East,social_media,2024-01-20,True,45-54
CUST-00173,Nadia,Moore,nadia.moore172@email.com,USA,Central,social_media,2022-02-24,False,25-34
CUST-00174,Yusuf,Chen,yusuf.chen173@email.com,USA,East,social_media,2022-07-22,True,18-24
CUST-00175,Harper,Jones,harper.jones174@email.com,USA,East,direct,2023-10-01,False,45-54
CUST-00176,Mason,Jones,mason.jones175@email.com,Canada,Central,social_media,2022-03-06,True,25-34
CUST-00177,Lucas,Kim,lucas.kim176@email.com,Canada,West,email,2022-04-15,False,35-44
CUST-00178,Amara,Moore,amara.moore177@email.com,USA,North,referral,2023-05-28,True,35-44
CUST-00179,Amelia,Jones,amelia.jones178@email.com,USA,North,social_media,2023-05-25,True,25-34
CUST-00180,Mia,Ichoku,mia.ichoku179@email.com,USA,North,social_media,2023-02-14,False,45-54
CUST-00181,Alexander,Ichoku,alexander.ichoku180@email.com,Canada,East,direct,2023-04-19,False,55+
CUST-00182,Henry,Davis,henry.davis181@email.com,USA,West,email,2022-11-09,False,45-54
CUST-00183,Amara,Chen,amara.chen182@email.com,UK,South,social_media,2022-04-27,False,55+
CUST-00184,Chioma,Jones,chioma.jones183@email.com,USA,West,paid_search,2022-06-19,False,18-24
CUST-00185,Mason,Singh,mason.singh184@email.com,Canada,West,social_media,2022-03-22,False,45-54
CUST-00186,Emma,Kim,emma.kim185@email.com,USA,West,referral,2024-08-14,False,25-34
CUST-00187,Noah,Diallo,noah.diallo186@email.com,UK,East,organic_search,2022-12-17,False,45-54
CUST-00188,Amelia,Wilson,amelia.wilson187@email.com,Canada,North,referral,2022-07-24,True,55+
CUST-00189,Henry,Williams,henry.williams188@email.com,Canada,North,social_media,2022-09-05,True,18-24
CUST-00190,Lucas,Chen,lucas.chen189@email.com,USA,West,direct,2024-12-31,False,35-44
CUST-00191,Liam,Davis,liam.davis190@email.com,UK,Central,paid_search,2022-03-08,False,18-24
CUST-00192,Amara,Williams,amara.williams191@email.com,USA,West,referral,2022-12-19,False,18-24
CUST-00193,Kwame,Brown,kwame.brown192@email.com,USA,East,referral,2022-10-09,True,18-24
CUST-00194,Isabella,Smith,isabella.smith193@email.com,Canada,Central,organic_search,2023-01-14,False,55+
CUST-00195,Isabella,Okafor,isabella.okafor194@email.com,Canada,South,paid_search,2022-01-08,False,45-54
CUST-00196,Sophia,Kim,sophia.kim195@email.com,USA,North,referral,2024-04-02,True,35-44
CUST-00197,Fatima,Garcia,fatima.garcia196@email.com,Canada,East,organic_search,2024-12-11,False,35-44
CUST-00198,Evelyn,Mensah,evelyn.mensah197@email.com,USA,East,social_media,2022-11-30,True,35-44
CUST-00199,Nadia,Singh,nadia.singh198@email.com,Canada,East,social_media,2023-04-23,False,45-54
CUST-00200,Emeka,Wilson,emeka.wilson199@email.com,USA,Central,referral,2024-10-19,False,18-24
CUST-00201,James,Abubakar,james.abubakar200@email.com,Canada,North,paid_search,2023-05-07,False,25-34
CUST-00202,Liam,Abubakar,liam.abubakar201@email.com,Canada,North,email,2022-03-08,False,35-44
CUST-00203,Emeka,Diallo,emeka.diallo202@email.com,UK,Central,social_media,2022-12-10,True,55+
CUST-00204,Aisha,Moore,aisha.moore203@email.com,Canada,South,social_media,2023-01-09,False,18-24
CUST-00205,Emma,Davis,emma.davis204@email.com,USA,North,email,2022-08-09,False,25-34
CUST-00206,Ethan,Moore,ethan.moore205@email.com,UK,Central,organic_search,2023-06-18,False,45-54
CUST-00207,Yusuf,Mensah,yusuf.mensah206@email.com,Canada,West,direct,2024-12-25,False,35-44
CUST-00208,Aisha,Johnson,aisha.johnson207@email.com,USA,South,email,2024-11-05,False,45-54
CUST-00209,Kofi,Davis,kofi.davis208@email.com,USA,Central,paid_search,2022-08-28,True,35-44
CUST-00210,Emeka,Miller,emeka.miller209@email.com,USA,Central,referral,2022-02-18,False,18-24
CUST-00211,Kofi,Jones,kofi.jones210@email.com,UK,West,referral,2024-12-31,False,45-54
CUST-00212,Emeka,Johnson,emeka.johnson211@email.com,Canada,South,organic_search,2024-01-01,False,18-24
CUST-00213,Ethan,Okafor,ethan.okafor212@email.com,UK,East,organic_search,2022-02-23,True,25-34
CUST-00214,Nadia,Moore,nadia.moore213@email.com,Canada,South,paid_search,2024-10-11,False,18-24
CUST-00215,William,Jones,william.jones214@email.com,USA,Central,direct,2024-03-26,False,18-24
CUST-00216,Mason,Wilson,mason.wilson215@email.com,Canada,Central,social_media,2022-10-20,False,25-34
CUST-00217,Fatima,Moore,fatima.moore216@email.com,UK,Central,organic_search,2022-12-24,False,25-34
CUST-00218,Alexander,Williams,alexander.williams217@email.com,Canada,East,referral,2022-07-23,False,25-34
CUST-00219,Amara,Mensah,amara.mensah218@email.com,USA,Central,organic_search,2022-01-23,False,45-54
CUST-00220,Fatima,Mensah,fatima.mensah219@email.com,Canada,Central,direct,2022-06-13,True,45-54
CUST-00221,Emma,Abubakar,emma.abubakar220@email.com,Canada,Central,direct,2023-10-12,False,18-24
CUST-00222,Henry,Okafor,henry.okafor221@email.com,Canada,East,social_media,2022-01-02,False,25-34
CUST-00223,James,Nguyen,james.nguyen222@email.com,USA,Central,direct,2022-06-12,False,45-54
CUST-00224,Sophia,Williams,sophia.williams223@email.com,UK,South,referral,2022-07-23,True,35-44
CUST-00225,Isabella,Diallo,isabella.diallo224@email.com,Canada,East,organic_search,2022-11-05,False,55+
CUST-00226,Olivia,Moore,olivia.moore225@email.com,USA,West,organic_search,2024-10-06,False,55+
CUST-00227,Sophia,Patel,sophia.patel226@email.com,Canada,South,social_media,2022-06-20,False,25-34
CUST-00228,Mia,Patel,mia.patel227@email.com,USA,North,referral,2022-06-20,False,35-44
CUST-00229,Amara,Jones,amara.jones228@email.com,USA,West,social_media,2023-06-20,False,35-44
CUST-00230,Evelyn,Diallo,evelyn.diallo229@email.com,Canada,West,referral,2022-08-29,False,45-54
CUST-00231,Mia,Miller,mia.miller230@email.com,USA,South,paid_search,2022-04-12,False,25-34
CUST-00232,Aisha,Okafor,aisha.okafor231@email.com,Canada,Central,direct,2022-08-29,False,35-44
CUST-00233,Tariq,Okafor,tariq.okafor232@email.com,Canada,South,email,2022-03-02,True,45-54
CUST-00234,William,Brown,william.brown233@email.com,USA,West,referral,2022-03-19,False,25-34
CUST-00235,William,Nguyen,william.nguyen234@email.com,Canada,West,email,2022-10-03,True,25-34
CUST-00236,Sophia,Jones,sophia.jones235@email.com,USA,East,organic_search,2022-08-06,False,25-34
CUST-00237,Yusuf,Patel,yusuf.patel236@email.com,Canada,North,paid_search,2024-09-12,True,35-44
CUST-00238,Yusuf,Davis,yusuf.davis237@email.com,Canada,East,direct,2022-06-30,True,18-24
CUST-00239,James,Wilson,james.wilson238@email.com,Canada,East,direct,2022-12-14,True,35-44
CUST-00240,Benjamin,Garcia,benjamin.garcia239@email.com,Canada,West,paid_search,2023-02-05,False,25-34
CUST-00241,James,Okafor,james.okafor240@email.com,Canada,North,email,2022-01-06,False,55+
CUST-00242,James,Garcia,james.garcia241@email.com,Canada,West,paid_search,2023-03-12,False,25-34
CUST-00243,Amara,Diallo,amara.diallo242@email.com,USA,West,referral,2022-03-20,True,35-44
CUST-00244,Liam,Chen,liam.chen243@email.com,USA,Central,direct,2024-12-31,False,25-34
CUST-00245,Ethan,Brown,ethan.brown244@email.com,USA,North,paid_search,2022-03-06,False,18-24
CUST-00246,Evelyn,Johnson,evelyn.johnson245@email.com,UK,North,email,2022-08-03,False,45-54
CUST-00247,Alexander,Smith,alexander.smith246@email.com,Canada,South,social_media,2022-02-05,True,35-44
CUST-00248,Charlotte,Brown,charlotte.brown247@email.com,USA,South,organic_search,2024-12-31,True,45-54
CUST-00249,Tariq,Williams,tariq.williams248@email.com,Canada,North,paid_search,2022-10-07,True,45-54
CUST-00250,Liam,Jones,liam.jones249@email.com,Canada,North,referral,2022-12-28,True,45-54
CUST-00251,Ethan,Patel,ethan.patel250@email.com,UK,Central,social_media,2022-01-28,False,45-54
CUST-00252,Evelyn,Kim,evelyn.kim251@email.com,Canada,South,direct,2023-07-09,True,55+
CUST-00253,Evelyn,Diallo,evelyn.diallo252@email.com,Canada,West,referral,2022-04-05,True,25-34
CUST-00254,Emeka,Patel,emeka.patel253@email.com,UK,East,social_media,2024-07-02,False,18-24
CUST-00255,Alexander,Davis,alexander.davis254@email.com,USA,Central,social_media,2022-04-02,True,55+
CUST-00256,Henry,Diallo,henry.diallo255@email.com,UK,West,email,2022-03-26,False,25-34
CUST-00257,Charlotte,Ichoku,charlotte.ichoku256@email.com,UK,Central,email,2022-01-15,False,35-44
CUST-00258,Noah,Chen,noah.chen257@email.com,Canada,West,organic_search,2022-09-13,True,45-54
CUST-00259,Liam,Diallo,liam.diallo258@email.com,Canada,Central,paid_search,2022-11-29,False,55+
CUST-00260,Harper,Johnson,harper.johnson259@email.com,USA,North,direct,2022-01-28,True,35-44
CUST-00261,Lucas,Brown,lucas.brown260@email.com,USA,Central,referral,2023-08-21,True,18-24
CUST-00262,Kofi,Diallo,kofi.diallo261@email.com,UK,West,email,2022-08-30,True,55+
CUST-00263,Evelyn,Moore,evelyn.moore262@email.com,Canada,West,direct,2022-10-25,False,45-54
CUST-00264,Mason,Miller,mason.miller263@email.com,Canada,South,paid_search,2022-08-21,False,25-34
CUST-00265,Aisha,Brown,aisha.brown264@email.com,Canada,North,email,2022-07-24,True,25-34
CUST-00266,Emma,Wilson,emma.wilson265@email.com,USA,East,social_media,2022-11-25,False,45-54
CUST-00267,Aisha,Patel,aisha.patel266@email.com,USA,North,referral,2022-03-09,False,18-24
CUST-00268,Emeka,Patel,emeka.patel267@email.com,Canada,North,referral,2022-03-22,True,18-24
CUST-00269,Yusuf,Wilson,yusuf.wilson268@email.com,Canada,East,email,2024-03-02,False,55+
CUST-00270,Kwame,Moore,kwame.moore269@email.com,Canada,Central,organic_search,2024-12-31,False,45-54
CUST-00271,Ava,Jones,ava.jones270@email.com,USA,South,organic_search,2022-07-06,False,25-34
CUST-00272,Noah,Smith,noah.smith271@email.com,Canada,North,paid_search,2022-05-07,True,45-54
CUST-00273,Henry,Diallo,henry.diallo272@email.com,USA,Central,paid_search,2023-02-18,False,25-34
CUST-00274,Mia,Moore,mia.moore273@email.com,UK,Central,direct,2022-07-30,False,35-44
